cited_count,count,prob
49276,1,2.5797571256696954e-08
2877,1,2.5797571256696954e-08
2206,1,2.5797571256696954e-08
13801,1,2.5797571256696954e-08
454,120,3.0957085508036345e-06
192,1430,3.689052689707664e-05
213,1084,2.7964567242259496e-05
440,127,3.276291549600513e-06
473,112,2.8893279807500586e-06
337,289,7.4554980931854195e-06
1976,2,5.159514251339391e-08
573,71,1.8316275592254836e-06
1192,9,2.3217814131027257e-07
921,16,4.1276114010715126e-07
653,40,1.0319028502678782e-06
1264,9,2.3217814131027257e-07
3503,1,2.5797571256696954e-08
2536,1,2.5797571256696954e-08
3753,1,2.5797571256696954e-08
3713,1,2.5797571256696954e-08
3967,1,2.5797571256696954e-08
18313,1,2.5797571256696954e-08
2712,1,2.5797571256696954e-08
1880,1,2.5797571256696954e-08
156,2329,6.0082543456847204e-05
1146,10,2.5797571256696954e-07
1122,11,2.837732838236665e-07
1524,2,5.159514251339391e-08
1271,5,1.2898785628348477e-07
841,25,6.449392814174238e-07
1153,8,2.0638057005357563e-07
1691,3,7.739271377009086e-08
1107,10,2.5797571256696954e-07
1984,1,2.5797571256696954e-08
429,152,3.921230831017937e-06
628,47,1.2124858490647568e-06
587,66,1.702639702941999e-06
1544,4,1.0319028502678782e-07
2183,1,2.5797571256696954e-08
636,49,1.2640809915781507e-06
1340,7,1.8058299879687866e-07
5069,1,2.5797571256696954e-08
846,20,5.159514251339391e-07
1454,4,1.0319028502678782e-07
4107,1,2.5797571256696954e-08
4036,1,2.5797571256696954e-08
5274,1,2.5797571256696954e-08
160,2244,5.788974990002796e-05
941,14,3.611659975937573e-07
283,478,1.2331239060701144e-05
1631,4,1.0319028502678782e-07
715,30,7.739271377009086e-07
1254,11,2.837732838236665e-07
1743,1,2.5797571256696954e-08
1572,10,2.5797571256696954e-07
957,13,3.353684263370604e-07
1772,5,1.2898785628348477e-07
3039,2,5.159514251339391e-08
2198,2,5.159514251339391e-08
3332,1,2.5797571256696954e-08
3112,1,2.5797571256696954e-08
2580,1,2.5797571256696954e-08
3392,1,2.5797571256696954e-08
4736,1,2.5797571256696954e-08
3,3462361,0.08932050461390852
435,166,4.282396828611694e-06
576,57,1.4704615616317262e-06
1227,8,2.0638057005357563e-07
1451,7,1.8058299879687866e-07
4200,1,2.5797571256696954e-08
863,19,4.901538538772421e-07
979,16,4.1276114010715126e-07
982,10,2.5797571256696954e-07
1682,3,7.739271377009086e-08
1900,4,1.0319028502678782e-07
2232,2,5.159514251339391e-08
2566,3,7.739271377009086e-08
1662,2,5.159514251339391e-08
1890,2,5.159514251339391e-08
4686,1,2.5797571256696954e-08
22567,1,2.5797571256696954e-08
2516,2,5.159514251339391e-08
17508,1,2.5797571256696954e-08
3938,1,2.5797571256696954e-08
2100,2,5.159514251339391e-08
2024,2,5.159514251339391e-08
2613,1,2.5797571256696954e-08
206,1202,3.1008680650549735e-05
382,218,5.623870533959936e-06
478,107,2.760340124466574e-06
482,104,2.682947410696483e-06
618,57,1.4704615616317262e-06
2310,1,2.5797571256696954e-08
2202,4,1.0319028502678782e-07
1915,3,7.739271377009086e-08
37,85712,0.0022111614275540092
101,7626,0.00019673227840357095
292,440,1.1350931352946659e-05
4471,1,2.5797571256696954e-08
776,31,7.997247089576056e-07
431,154,3.972825973531331e-06
1465,6,1.5478542754018172e-07
1090,9,2.3217814131027257e-07
5907,1,2.5797571256696954e-08
6025,1,2.5797571256696954e-08
4708,1,2.5797571256696954e-08
1372,6,1.5478542754018172e-07
2495,1,2.5797571256696954e-08
2004,2,5.159514251339391e-08
3010,1,2.5797571256696954e-08
3263,1,2.5797571256696954e-08
2669,1,2.5797571256696954e-08
1931,2,5.159514251339391e-08
5680,1,2.5797571256696954e-08
3083,1,2.5797571256696954e-08
18176,1,2.5797571256696954e-08
2436,1,2.5797571256696954e-08
83,12642,0.00032613289582716286
362,259,6.681570955484511e-06
1430,2,5.159514251339391e-08
1265,8,2.0638057005357563e-07
1580,2,5.159514251339391e-08
2323,4,1.0319028502678782e-07
4833,1,2.5797571256696954e-08
10437,1,2.5797571256696954e-08
2333,2,5.159514251339391e-08
3690,1,2.5797571256696954e-08
2351,2,5.159514251339391e-08
2257,1,2.5797571256696954e-08
3180,1,2.5797571256696954e-08
3855,1,2.5797571256696954e-08
6553,1,2.5797571256696954e-08
491,96,2.4765668406429075e-06
3644,1,2.5797571256696954e-08
919,16,4.1276114010715126e-07
1189,9,2.3217814131027257e-07
2120,3,7.739271377009086e-08
2003,2,5.159514251339391e-08
5527,1,2.5797571256696954e-08
1366,6,1.5478542754018172e-07
905,15,3.869635688504543e-07
3242,2,5.159514251339391e-08
3659,2,5.159514251339391e-08
2251,4,1.0319028502678782e-07
1820,4,1.0319028502678782e-07
2809,1,2.5797571256696954e-08
7789,1,2.5797571256696954e-08
12,682775,0.01761393671479126
355,233,6.01083410281039e-06
200,1173,3.0260551084105526e-05
295,433,1.1170348354149781e-05
952,20,5.159514251339391e-07
655,53,1.3672712766049384e-06
2392,1,2.5797571256696954e-08
1044,12,3.0957085508036343e-07
1466,8,2.0638057005357563e-07
2585,1,2.5797571256696954e-08
3270,1,2.5797571256696954e-08
2111,1,2.5797571256696954e-08
1803,3,7.739271377009086e-08
2656,1,2.5797571256696954e-08
2571,2,5.159514251339391e-08
2306,3,7.739271377009086e-08
6276,1,2.5797571256696954e-08
16034,1,2.5797571256696954e-08
2102,1,2.5797571256696954e-08
2858,1,2.5797571256696954e-08
141,3119,8.04626247496378e-05
288,415,1.0705992071529236e-05
826,25,6.449392814174238e-07
543,77,1.9864129867656653e-06
1296,4,1.0319028502678782e-07
1201,6,1.5478542754018172e-07
3523,1,2.5797571256696954e-08
942,19,4.901538538772421e-07
855,27,6.965344239308177e-07
1672,2,5.159514251339391e-08
879,24,6.191417101607269e-07
2654,3,7.739271377009086e-08
2087,2,5.159514251339391e-08
4061,2,5.159514251339391e-08
9256,1,2.5797571256696954e-08
1747,1,2.5797571256696954e-08
2757,1,2.5797571256696954e-08
614,54,1.3930688478616354e-06
55,34776,0.0008971363380228932
373,233,6.01083410281039e-06
943,17,4.385587113638482e-07
544,83,2.141198414305847e-06
2328,3,7.739271377009086e-08
922,12,3.0957085508036343e-07
1056,10,2.5797571256696954e-07
1464,4,1.0319028502678782e-07
1538,3,7.739271377009086e-08
1912,5,1.2898785628348477e-07
4562,1,2.5797571256696954e-08
1397,4,1.0319028502678782e-07
2142,1,2.5797571256696954e-08
2788,1,2.5797571256696954e-08
2565,1,2.5797571256696954e-08
3003,1,2.5797571256696954e-08
74,16783,0.00043296063840114496
280,498,1.2847190485835082e-05
390,182,4.695157968718845e-06
322,362,9.338720794924297e-06
492,111,2.863530409493362e-06
893,17,4.385587113638482e-07
664,33,8.513198514709995e-07
872,19,4.901538538772421e-07
996,17,4.385587113638482e-07
1102,12,3.0957085508036343e-07
2002,5,1.2898785628348477e-07
1584,4,1.0319028502678782e-07
8727,1,2.5797571256696954e-08
1289,5,1.2898785628348477e-07
2515,2,5.159514251339391e-08
5349,1,2.5797571256696954e-08
1378,4,1.0319028502678782e-07
2045,2,5.159514251339391e-08
3630,1,2.5797571256696954e-08
8,1201653,0.030999728893323662
182,1599,4.125031643945843e-05
62,25836,0.0006665060509880225
334,320,8.255222802143025e-06
512,104,2.682947410696483e-06
658,46,1.1866882778080598e-06
668,38,9.803077077544843e-07
1853,2,5.159514251339391e-08
1062,16,4.1276114010715126e-07
1245,12,3.0957085508036343e-07
1261,4,1.0319028502678782e-07
3134,1,2.5797571256696954e-08
1585,4,1.0319028502678782e-07
1143,8,2.0638057005357563e-07
2302,2,5.159514251339391e-08
3483,1,2.5797571256696954e-08
1506,4,1.0319028502678782e-07
4991,1,2.5797571256696954e-08
6167,1,2.5797571256696954e-08
4457,1,2.5797571256696954e-08
2640,1,2.5797571256696954e-08
3184,1,2.5797571256696954e-08
1058,13,3.353684263370604e-07
2510,5,1.2898785628348477e-07
2539,1,2.5797571256696954e-08
1664,4,1.0319028502678782e-07
1225,4,1.0319028502678782e-07
1798,3,7.739271377009086e-08
1355,9,2.3217814131027257e-07
3181,2,5.159514251339391e-08
5591,1,2.5797571256696954e-08
7971,1,2.5797571256696954e-08
1120,7,1.8058299879687866e-07
2588,2,5.159514251339391e-08
2143,1,2.5797571256696954e-08
1910,3,7.739271377009086e-08
2682,1,2.5797571256696954e-08
5136,1,2.5797571256696954e-08
186,1508,3.8902737455099e-05
1327,8,2.0638057005357563e-07
1345,8,2.0638057005357563e-07
1113,6,1.5478542754018172e-07
2082,2,5.159514251339391e-08
910,12,3.0957085508036343e-07
1096,11,2.837732838236665e-07
2817,2,5.159514251339391e-08
7019,1,2.5797571256696954e-08
2092,3,7.739271377009086e-08
5925,1,2.5797571256696954e-08
1707,3,7.739271377009086e-08
1398,7,1.8058299879687866e-07
12778,1,2.5797571256696954e-08
1758,3,7.739271377009086e-08
5557,1,2.5797571256696954e-08
1186,7,1.8058299879687866e-07
331,297,7.661878663238995e-06
1468,5,1.2898785628348477e-07
1522,5,1.2898785628348477e-07
1166,12,3.0957085508036343e-07
772,24,6.191417101607269e-07
710,39,1.0061052790111812e-06
1481,3,7.739271377009086e-08
1982,4,1.0319028502678782e-07
1154,10,2.5797571256696954e-07
1655,3,7.739271377009086e-08
1619,2,5.159514251339391e-08
2829,2,5.159514251339391e-08
3413,2,5.159514251339391e-08
3411,1,2.5797571256696954e-08
171,1930,4.9789312525425116e-05
1510,6,1.5478542754018172e-07
5253,1,2.5797571256696954e-08
792,34,8.771174227276964e-07
631,52,1.3414737053482415e-06
906,19,4.901538538772421e-07
747,32,8.255222802143025e-07
480,110,2.8377328382366647e-06
1518,5,1.2898785628348477e-07
9846,1,2.5797571256696954e-08
2054,1,2.5797571256696954e-08
2117,1,2.5797571256696954e-08
2690,5,1.2898785628348477e-07
2025,1,2.5797571256696954e-08
14195,1,2.5797571256696954e-08
1491,3,7.739271377009086e-08
2461,1,2.5797571256696954e-08
11,777911,0.020068214453868385
49,45381,0.0011707195812001644
2592,2,5.159514251339391e-08
437,152,3.921230831017937e-06
290,464,1.1970073063107385e-05
775,33,8.513198514709995e-07
1091,10,2.5797571256696954e-07
803,24,6.191417101607269e-07
514,91,2.3475789843594225e-06
591,59,1.5220567041451201e-06
1423,8,2.0638057005357563e-07
716,36,9.287125652410903e-07
1291,6,1.5478542754018172e-07
2044,2,5.159514251339391e-08
2578,2,5.159514251339391e-08
1341,4,1.0319028502678782e-07
1889,3,7.739271377009086e-08
2133,3,7.739271377009086e-08
2389,4,1.0319028502678782e-07
4604,1,2.5797571256696954e-08
1703,3,7.739271377009086e-08
5092,1,2.5797571256696954e-08
2730,1,2.5797571256696954e-08
3637,1,2.5797571256696954e-08
9699,1,2.5797571256696954e-08
29815,1,2.5797571256696954e-08
35,96439,0.0024878919744245973
639,52,1.3414737053482415e-06
560,66,1.702639702941999e-06
2620,1,2.5797571256696954e-08
1496,2,5.159514251339391e-08
1080,6,1.5478542754018172e-07
1248,7,1.8058299879687866e-07
1125,6,1.5478542754018172e-07
2960,2,5.159514251339391e-08
1725,2,5.159514251339391e-08
2104,2,5.159514251339391e-08
2471,1,2.5797571256696954e-08
4704,3,7.739271377009086e-08
2194,1,2.5797571256696954e-08
1801,3,7.739271377009086e-08
3710,1,2.5797571256696954e-08
2591,1,2.5797571256696954e-08
371,214,5.520680248933148e-06
1035,13,3.353684263370604e-07
507,92,2.3733765556161197e-06
1393,10,2.5797571256696954e-07
5037,1,2.5797571256696954e-08
1138,11,2.837732838236665e-07
3810,1,2.5797571256696954e-08
1034,12,3.0957085508036343e-07
1339,4,1.0319028502678782e-07
2174,2,5.159514251339391e-08
2379,2,5.159514251339391e-08
1209,6,1.5478542754018172e-07
6451,1,2.5797571256696954e-08
3762,1,2.5797571256696954e-08
2505,1,2.5797571256696954e-08
3228,1,2.5797571256696954e-08
2011,1,2.5797571256696954e-08
166,2043,5.2704438077431876e-05
260,628,1.6200874749205685e-05
468,113,2.9151255520067557e-06
1001,13,3.353684263370604e-07
740,43,1.109295564037969e-06
753,24,6.191417101607269e-07
2792,2,5.159514251339391e-08
801,29,7.481295664442116e-07
1648,3,7.739271377009086e-08
1419,6,1.5478542754018172e-07
1018,8,2.0638057005357563e-07
2089,2,5.159514251339391e-08
2058,2,5.159514251339391e-08
3037,2,5.159514251339391e-08
2179,1,2.5797571256696954e-08
9991,1,2.5797571256696954e-08
1167,4,1.0319028502678782e-07
2659,1,2.5797571256696954e-08
2129,3,7.739271377009086e-08
6271,1,2.5797571256696954e-08
2029,1,2.5797571256696954e-08
5911,1,2.5797571256696954e-08
80,13767,0.000355155163490947
778,30,7.739271377009086e-07
622,62,1.5994494179152112e-06
774,25,6.449392814174238e-07
807,30,7.739271377009086e-07
1533,5,1.2898785628348477e-07
1490,5,1.2898785628348477e-07
1668,4,1.0319028502678782e-07
1679,2,5.159514251339391e-08
3494,1,2.5797571256696954e-08
2254,1,2.5797571256696954e-08
1448,3,7.739271377009086e-08
2569,2,5.159514251339391e-08
3097,1,2.5797571256696954e-08
1402,1,2.5797571256696954e-08
3562,1,2.5797571256696954e-08
2761,1,2.5797571256696954e-08
327,318,8.203627659629631e-06
321,324,8.358413087169812e-06
886,21,5.41748996390636e-07
380,223,5.752858390243421e-06
750,37,9.545101364977873e-07
785,28,7.223319951875146e-07
1171,8,2.0638057005357563e-07
829,27,6.965344239308177e-07
400,170,4.385587113638482e-06
1179,11,2.837732838236665e-07
1235,6,1.5478542754018172e-07
2896,1,2.5797571256696954e-08
2519,2,5.159514251339391e-08
2380,1,2.5797571256696954e-08
1418,5,1.2898785628348477e-07
2693,1,2.5797571256696954e-08
8803,1,2.5797571256696954e-08
4775,2,5.159514251339391e-08
2402,2,5.159514251339391e-08
8904,1,2.5797571256696954e-08
7064,1,2.5797571256696954e-08
1364,5,1.2898785628348477e-07
1727,2,5.159514251339391e-08
199,1220,3.147303693317028e-05
1161,12,3.0957085508036343e-07
477,123,3.173101264573725e-06
9375,1,2.5797571256696954e-08
4252,1,2.5797571256696954e-08
3426,2,5.159514251339391e-08
1715,3,7.739271377009086e-08
2344,2,5.159514251339391e-08
12376,1,2.5797571256696954e-08
1337,5,1.2898785628348477e-07
6767,1,2.5797571256696954e-08
1966,3,7.739271377009086e-08
2696,2,5.159514251339391e-08
1335,1,2.5797571256696954e-08
3040,1,2.5797571256696954e-08
4662,1,2.5797571256696954e-08
3589,1,2.5797571256696954e-08
3374,1,2.5797571256696954e-08
2,4973929,0.1283152878032514
465,111,2.863530409493362e-06
269,531,1.3698510337306082e-05
518,77,1.9864129867656653e-06
1589,3,7.739271377009086e-08
2144,4,1.0319028502678782e-07
1653,3,7.739271377009086e-08
2145,3,7.739271377009086e-08
1379,7,1.8058299879687866e-07
2513,2,5.159514251339391e-08
6941,1,2.5797571256696954e-08
13441,1,2.5797571256696954e-08
154,2430,6.26880981537736e-05
66,22529,0.0005811934828421257
1063,10,2.5797571256696954e-07
265,584,1.506578161391102e-05
432,130,3.353684263370604e-06
1031,7,1.8058299879687866e-07
4395,2,5.159514251339391e-08
2448,2,5.159514251339391e-08
3977,1,2.5797571256696954e-08
3424,1,2.5797571256696954e-08
2331,2,5.159514251339391e-08
1802,3,7.739271377009086e-08
1303,4,1.0319028502678782e-07
2283,1,2.5797571256696954e-08
1954,1,2.5797571256696954e-08
508,95,2.4507692693862103e-06
520,92,2.3733765556161197e-06
4960,2,5.159514251339391e-08
1489,5,1.2898785628348477e-07
657,41,1.0577004215245751e-06
1306,8,2.0638057005357563e-07
884,15,3.869635688504543e-07
1546,7,1.8058299879687866e-07
3077,1,2.5797571256696954e-08
4223,1,2.5797571256696954e-08
2067,2,5.159514251339391e-08
3018,2,5.159514251339391e-08
3292,1,2.5797571256696954e-08
4884,1,2.5797571256696954e-08
6986,1,2.5797571256696954e-08
13620,1,2.5797571256696954e-08
967,11,2.837732838236665e-07
162,2105,5.430388749534709e-05
615,59,1.5220567041451201e-06
344,273,7.042736953078268e-06
1593,6,1.5478542754018172e-07
244,749,1.9322380871266016e-05
689,40,1.0319028502678782e-06
2395,2,5.159514251339391e-08
954,14,3.611659975937573e-07
1399,1,2.5797571256696954e-08
1234,6,1.5478542754018172e-07
1699,4,1.0319028502678782e-07
1198,10,2.5797571256696954e-07
869,16,4.1276114010715126e-07
1292,9,2.3217814131027257e-07
2248,2,5.159514251339391e-08
5115,1,2.5797571256696954e-08
1752,3,7.739271377009086e-08
1709,2,5.159514251339391e-08
2728,1,2.5797571256696954e-08
13093,1,2.5797571256696954e-08
4634,1,2.5797571256696954e-08
3931,1,2.5797571256696954e-08
433,144,3.714850260964361e-06
428,159,4.1018138298148156e-06
525,83,2.141198414305847e-06
553,57,1.4704615616317262e-06
2938,1,2.5797571256696954e-08
1438,4,1.0319028502678782e-07
1933,4,1.0319028502678782e-07
4012,2,5.159514251339391e-08
2584,2,5.159514251339391e-08
1515,2,5.159514251339391e-08
4669,2,5.159514251339391e-08
4575,1,2.5797571256696954e-08
5734,1,2.5797571256696954e-08
164,2077,5.358155550015957e-05
605,64,1.651044560428605e-06
503,82,2.1154008430491502e-06
1301,8,2.0638057005357563e-07
5109,1,2.5797571256696954e-08
3504,1,2.5797571256696954e-08
711,34,8.771174227276964e-07
875,12,3.0957085508036343e-07
931,17,4.385587113638482e-07
821,23,5.933441389040299e-07
1076,7,1.8058299879687866e-07
1350,5,1.2898785628348477e-07
3610,1,2.5797571256696954e-08
1528,1,2.5797571256696954e-08
3993,1,2.5797571256696954e-08
4521,1,2.5797571256696954e-08
5861,1,2.5797571256696954e-08
2733,1,2.5797571256696954e-08
3584,1,2.5797571256696954e-08
176,1777,4.584228412315048e-05
360,229,5.907643817783602e-06
986,16,4.1276114010715126e-07
495,95,2.4507692693862103e-06
1082,15,3.869635688504543e-07
1356,5,1.2898785628348477e-07
1720,3,7.739271377009086e-08
2118,2,5.159514251339391e-08
1194,8,2.0638057005357563e-07
2031,2,5.159514251339391e-08
3592,1,2.5797571256696954e-08
2481,2,5.159514251339391e-08
5906,1,2.5797571256696954e-08
732,32,8.255222802143025e-07
134,3631,9.367098123306663e-05
329,339,8.745376656020267e-06
5032,2,5.159514251339391e-08
245,691,1.7826121738377593e-05
536,83,2.141198414305847e-06
504,97,2.5023644118996046e-06
645,41,1.0577004215245751e-06
1081,13,3.353684263370604e-07
1369,10,2.5797571256696954e-07
1344,9,2.3217814131027257e-07
1654,5,1.2898785628348477e-07
1626,5,1.2898785628348477e-07
1859,3,7.739271377009086e-08
971,11,2.837732838236665e-07
2943,3,7.739271377009086e-08
1590,3,7.739271377009086e-08
3336,1,2.5797571256696954e-08
1611,2,5.159514251339391e-08
7854,1,2.5797571256696954e-08
2160,2,5.159514251339391e-08
3140,1,2.5797571256696954e-08
4993,1,2.5797571256696954e-08
1596,1,2.5797571256696954e-08
422,175,4.514574969921967e-06
359,243,6.26880981537736e-06
634,67,1.7284372741986959e-06
1315,6,1.5478542754018172e-07
1097,7,1.8058299879687866e-07
1719,3,7.739271377009086e-08
1635,5,1.2898785628348477e-07
2039,3,7.739271377009086e-08
1027,10,2.5797571256696954e-07
1565,3,7.739271377009086e-08
1751,2,5.159514251339391e-08
3358,1,2.5797571256696954e-08
5586,2,5.159514251339391e-08
2893,1,2.5797571256696954e-08
2155,1,2.5797571256696954e-08
2601,1,2.5797571256696954e-08
102,7420,0.0001914179787246914
76,15613,0.00040277748003080953
175,1834,4.731274568478221e-05
426,146,3.766445403477755e-06
1507,3,7.739271377009086e-08
2374,1,2.5797571256696954e-08
1386,7,1.8058299879687866e-07
1204,7,1.8058299879687866e-07
1784,2,5.159514251339391e-08
1837,5,1.2898785628348477e-07
1825,1,2.5797571256696954e-08
3763,2,5.159514251339391e-08
12230,1,2.5797571256696954e-08
3346,1,2.5797571256696954e-08
2661,1,2.5797571256696954e-08
565,59,1.5220567041451201e-06
606,58,1.4962591328884232e-06
914,18,4.6435628262054515e-07
1578,6,1.5478542754018172e-07
991,16,4.1276114010715126e-07
2485,1,2.5797571256696954e-08
12626,1,2.5797571256696954e-08
1973,6,1.5478542754018172e-07
4007,1,2.5797571256696954e-08
4394,1,2.5797571256696954e-08
4243,3,7.739271377009086e-08
1182,4,1.0319028502678782e-07
2303,1,2.5797571256696954e-08
233,823,2.123140114426159e-05
745,29,7.481295664442116e-07
506,92,2.3733765556161197e-06
827,23,5.933441389040299e-07
729,28,7.223319951875146e-07
892,16,4.1276114010715126e-07
2393,3,7.739271377009086e-08
684,38,9.803077077544843e-07
1203,11,2.837732838236665e-07
5175,1,2.5797571256696954e-08
2220,4,1.0319028502678782e-07
5789,1,2.5797571256696954e-08
2330,1,2.5797571256696954e-08
1823,3,7.739271377009086e-08
5461,1,2.5797571256696954e-08
2762,1,2.5797571256696954e-08
3159,1,2.5797571256696954e-08
2557,1,2.5797571256696954e-08
4,2631546,0.06788749545027584
230,852,2.1979530710705804e-05
92,9780,0.00025230024689049617
163,2165,5.58517417707489e-05
2538,1,2.5797571256696954e-08
1088,13,3.353684263370604e-07
391,186,4.798348253745633e-06
1188,3,7.739271377009086e-08
549,69,1.7800324167120898e-06
1659,4,1.0319028502678782e-07
898,15,3.869635688504543e-07
727,37,9.545101364977873e-07
6229,1,2.5797571256696954e-08
1658,4,1.0319028502678782e-07
1408,8,2.0638057005357563e-07
1714,5,1.2898785628348477e-07
1753,2,5.159514251339391e-08
2986,2,5.159514251339391e-08
1670,5,1.2898785628348477e-07
1957,1,2.5797571256696954e-08
2791,1,2.5797571256696954e-08
2873,1,2.5797571256696954e-08
3066,1,2.5797571256696954e-08
3844,1,2.5797571256696954e-08
4283,1,2.5797571256696954e-08
604,74,1.9090202729955747e-06
308,379,9.777279506288145e-06
1221,14,3.611659975937573e-07
930,20,5.159514251339391e-07
810,21,5.41748996390636e-07
1317,8,2.0638057005357563e-07
1095,9,2.3217814131027257e-07
2969,1,2.5797571256696954e-08
842,21,5.41748996390636e-07
899,19,4.901538538772421e-07
2972,1,2.5797571256696954e-08
2260,3,7.739271377009086e-08
1065,17,4.385587113638482e-07
4328,1,2.5797571256696954e-08
1847,1,2.5797571256696954e-08
1305,7,1.8058299879687866e-07
3215,1,2.5797571256696954e-08
1568,6,1.5478542754018172e-07
1962,2,5.159514251339391e-08
2540,1,2.5797571256696954e-08
5011,3,7.739271377009086e-08
3965,1,2.5797571256696954e-08
2401,1,2.5797571256696954e-08
118,5051,0.0001303035324175763
763,35,9.029149939843934e-07
524,80,2.0638057005357564e-06
1380,5,1.2898785628348477e-07
1078,12,3.0957085508036343e-07
805,18,4.6435628262054515e-07
1681,3,7.739271377009086e-08
1892,3,7.739271377009086e-08
2136,1,2.5797571256696954e-08
1863,1,2.5797571256696954e-08
4292,1,2.5797571256696954e-08
3950,1,2.5797571256696954e-08
1872,1,2.5797571256696954e-08
2739,1,2.5797571256696954e-08
3164,1,2.5797571256696954e-08
3714,1,2.5797571256696954e-08
13,602540,0.015544068585010182
1160,12,3.0957085508036343e-07
272,530,1.3672712766049386e-05
568,57,1.4704615616317262e-06
11338,1,2.5797571256696954e-08
687,49,1.2640809915781507e-06
916,17,4.385587113638482e-07
765,30,7.739271377009086e-07
1455,3,7.739271377009086e-08
1638,7,1.8058299879687866e-07
2719,2,5.159514251339391e-08
6425,1,2.5797571256696954e-08
3321,1,2.5797571256696954e-08
1861,1,2.5797571256696954e-08
2225,1,2.5797571256696954e-08
305,366,9.441911079951084e-06
1600,9,2.3217814131027257e-07
652,33,8.513198514709995e-07
2188,1,2.5797571256696954e-08
2301,5,1.2898785628348477e-07
2917,1,2.5797571256696954e-08
2141,1,2.5797571256696954e-08
1272,2,5.159514251339391e-08
1479,1,2.5797571256696954e-08
8515,1,2.5797571256696954e-08
4165,1,2.5797571256696954e-08
6057,1,2.5797571256696954e-08
4800,1,2.5797571256696954e-08
36,90937,0.002345953737370251
75,16251,0.00041923633049258216
302,417,1.075758721404263e-05
984,15,3.869635688504543e-07
603,58,1.4962591328884232e-06
7529,1,2.5797571256696954e-08
722,27,6.965344239308177e-07
1557,5,1.2898785628348477e-07
2200,1,2.5797571256696954e-08
1913,1,2.5797571256696954e-08
2035,2,5.159514251339391e-08
2034,1,2.5797571256696954e-08
2450,1,2.5797571256696954e-08
1971,2,5.159514251339391e-08
2750,1,2.5797571256696954e-08
172,1925,4.966032466914164e-05
613,62,1.5994494179152112e-06
4431,1,2.5797571256696954e-08
5598,1,2.5797571256696954e-08
1053,10,2.5797571256696954e-07
3819,1,2.5797571256696954e-08
2633,1,2.5797571256696954e-08
3218,2,5.159514251339391e-08
5562,1,2.5797571256696954e-08
3202,1,2.5797571256696954e-08
8642,1,2.5797571256696954e-08
2096,1,2.5797571256696954e-08
3078,1,2.5797571256696954e-08
3656,1,2.5797571256696954e-08
2237,1,2.5797571256696954e-08
2264,1,2.5797571256696954e-08
78,14751,0.00038053997360753676
408,182,4.695157968718845e-06
924,16,4.1276114010715126e-07
1324,4,1.0319028502678782e-07
1101,14,3.611659975937573e-07
314,363,9.364518366180994e-06
1173,15,3.869635688504543e-07
973,14,3.611659975937573e-07
2099,2,5.159514251339391e-08
1978,2,5.159514251339391e-08
2776,1,2.5797571256696954e-08
2046,3,7.739271377009086e-08
1275,8,2.0638057005357563e-07
1370,4,1.0319028502678782e-07
8298,1,2.5797571256696954e-08
1462,1,2.5797571256696954e-08
2148,3,7.739271377009086e-08
3168,1,2.5797571256696954e-08
3708,1,2.5797571256696954e-08
3677,1,2.5797571256696954e-08
2541,3,7.739271377009086e-08
579,56,1.4446639903750293e-06
780,27,6.965344239308177e-07
1824,2,5.159514251339391e-08
2494,2,5.159514251339391e-08
4322,2,5.159514251339391e-08
4282,2,5.159514251339391e-08
2385,3,7.739271377009086e-08
2897,1,2.5797571256696954e-08
4332,1,2.5797571256696954e-08
2093,2,5.159514251339391e-08
2771,1,2.5797571256696954e-08
672,34,8.771174227276964e-07
1020,11,2.837732838236665e-07
904,16,4.1276114010715126e-07
2469,3,7.739271377009086e-08
955,15,3.869635688504543e-07
1072,13,3.353684263370604e-07
3085,1,2.5797571256696954e-08
10243,1,2.5797571256696954e-08
2208,2,5.159514251339391e-08
2020,3,7.739271377009086e-08
6026,1,2.5797571256696954e-08
3075,1,2.5797571256696954e-08
1886,2,5.159514251339391e-08
13604,1,2.5797571256696954e-08
18,352715,0.009099190345805865
140,3252,8.38937017267785e-05
410,162,4.179206543584906e-06
125,4347,0.00011214204225286165
298,435,1.1221943496663174e-05
533,85,2.192793556819241e-06
1015,14,3.611659975937573e-07
679,40,1.0319028502678782e-06
1661,4,1.0319028502678782e-07
4613,1,2.5797571256696954e-08
1613,4,1.0319028502678782e-07
2139,1,2.5797571256696954e-08
1830,4,1.0319028502678782e-07
3402,1,2.5797571256696954e-08
3511,1,2.5797571256696954e-08
4472,1,2.5797571256696954e-08
6877,1,2.5797571256696954e-08
1416,3,7.739271377009086e-08
3271,1,2.5797571256696954e-08
6345,1,2.5797571256696954e-08
8289,1,2.5797571256696954e-08
1995,1,2.5797571256696954e-08
289,478,1.2331239060701144e-05
1129,8,2.0638057005357563e-07
607,68,1.7542348454553928e-06
3138,2,5.159514251339391e-08
983,19,4.901538538772421e-07
1499,4,1.0319028502678782e-07
1586,2,5.159514251339391e-08
2409,1,2.5797571256696954e-08
1300,10,2.5797571256696954e-07
1541,2,5.159514251339391e-08
3613,1,2.5797571256696954e-08
1156,5,1.2898785628348477e-07
23087,1,2.5797571256696954e-08
1290,4,1.0319028502678782e-07
1615,4,1.0319028502678782e-07
2109,1,2.5797571256696954e-08
2290,1,2.5797571256696954e-08
670,43,1.109295564037969e-06
1552,7,1.8058299879687866e-07
1036,19,4.901538538772421e-07
1070,8,2.0638057005357563e-07
